,coordinates,geo_id,geo_id_washed,type,venue_category_id,venue_category_name
5739,"[139.72400307655334,35.778985076724794]",13606,5739,Point,4bf58dd8d48988d16e941735,Fast Food Restaurant
5740,"[139.7290724515915,35.58773620706887]",13609,5740,Point,4bf58dd8d48988d114951735,Bookstore
5741,"[139.5116686820984,35.75898060328316]",13611,5741,Point,4bf58dd8d48988d118951735,Food & Drink Shop
5742,"[139.70847576856613,35.695301491623084]",13613,5742,Point,4bf58dd8d48988d16e941735,Fast Food Restaurant
5743,"[139.675532064361,35.6088046753195]",13614,5743,Point,4bf58dd8d48988d118951735,Food & Drink Shop
5744,"[139.71502514029137,35.5609083004282]",13617,5744,Point,4bf58dd8d48988d127951735,Arts & Crafts Store
5745,"[139.64092433452606,35.5813296478932]",13618,5745,Point,4bf58dd8d48988d1fd941735,Mall
5746,"[139.76463049650192,35.699470660514145]",13633,5746,Point,4bf58dd8d48988d1d1941735,Ramen /  Noodle House
5747,"[139.54212826061485,35.61474577811484]",13635,5747,Point,4bf58dd8d48988d16e941735,Fast Food Restaurant
5748,"[139.5642775297165,35.728063017349406]",13636,5748,Point,4bf58dd8d48988d16e941735,Fast Food Restaurant
5749,"[139.76234525442123,35.69998035586383]",13637,5749,Point,4bf58dd8d48988d1e0931735,Coffee Shop
5750,"[139.722883,35.738976]",13639,5750,Point,4bf58dd8d48988d10f951735,Drugstore / Pharmacy
5751,"[139.55061435699463,35.75595947315457]",13646,5751,Point,4bf58dd8d48988d126951735,Video Store
5752,"[139.74570751190186,35.64644237896655]",13647,5752,Point,4bf58dd8d48988d114951735,Bookstore
5753,"[139.5620808005333,35.58850181876897]",13648,5753,Point,4bf58dd8d48988d122951735,Electronics Store
5754,"[139.70011,35.701347]",13651,5754,Point,4bf58dd8d48988d14c941735,Wings Joint
5755,"[139.550630083928,35.7561577178383]",13653,5755,Point,4bf58dd8d48988d118951735,Food & Drink Shop
5756,"[139.5722758769989,35.79550219]",13659,5756,Point,4bf58dd8d48988d1cc941735,Steakhouse
5757,"[139.70725268125534,35.64602606666728]",13673,5757,Point,4bf58dd8d48988d116941735,Bar
5758,"[139.71045523881912,35.73159252218835]",13679,5758,Point,4bf58dd8d48988d1d1941735,Ramen /  Noodle House
5759,"[139.510171,35.7386986]",13683,5759,Point,4bf58dd8d48988d1f8941735,Furniture / Home Store
5760,"[139.6648969790289,35.709662475671756]",13686,5760,Point,4bf58dd8d48988d111941735,Japanese Restaurant
5761,"[139.7339178621769,35.57287021967954]",13691,5761,Point,4bf58dd8d48988d1c4941735,Restaurant
5762,"[139.79642015385738,35.69377203808566]",13694,5762,Point,4bf58dd8d48988d163941735,Park
5763,"[139.691827,35.638]",13698,5763,Point,4bf58dd8d48988d111941735,Japanese Restaurant
5764,"[139.75436568260193,35.688328428975886]",13699,5764,Point,4deefb944765f83613cdba6e,Historic Site
5765,"[139.6962552343739,35.69090124942276]",13701,5765,Point,4bf58dd8d48988d1e0931735,Coffee Shop
5766,"[139.54694509506226,35.6525189838017]",13702,5766,Point,4d954b0ea243a5684a65b473,Convenience Store
5767,"[139.75729915021128,35.65130042112818]",13707,5767,Point,4bf58dd8d48988d1e0931735,Coffee Shop
5768,"[139.74848063827656,35.6443115285954]",13708,5768,Point,4bf58dd8d48988d1e0931735,Coffee Shop
5769,"[139.6163995563984,35.60323514576125]",13713,5769,Point,4bf58dd8d48988d16e941735,Fast Food Restaurant
5770,"[139.6550327539444,35.69820729902018]",13714,5770,Point,4d954b0ea243a5684a65b473,Convenience Store
5771,"[139.72809612751007,35.744191643828664]",13716,5771,Point,4bf58dd8d48988d1f9931735,Road
5772,"[139.48109,35.671539]",13720,5772,Point,4bf58dd8d48988d1fd941735,Mall
5773,"[139.737031,35.691581]",13721,5773,Point,4bf58dd8d48988d16d941735,Café
5774,"[139.5441073179245,35.65313795204015]",13728,5774,Point,4bf58dd8d48988d1f9931735,Road
5775,"[139.81366972560815,35.697317828355175]",13735,5775,Point,4bf58dd8d48988d10d941735,German Restaurant
5776,"[139.757529,35.698164]",13737,5776,Point,4bf58dd8d48988d1d1941735,Ramen /  Noodle House
5777,"[139.77119915903288,35.689936150916914]",13739,5777,Point,4bf58dd8d48988d145941735,Chinese Restaurant
5778,"[139.74056839942932,35.67337818502668]",13742,5778,Point,4bf58dd8d48988d16d941735,Café
5779,"[139.6984889599206,35.69458628838743]",13743,5779,Point,4bf58dd8d48988d1d1941735,Ramen /  Noodle House
5780,"[139.76574897766113,35.66397347805816]",13757,5780,Point,4bf58dd8d48988d171941735,Event Space
5781,"[139.6998444199562,35.662145140641435]",13758,5781,Point,4bf58dd8d48988d111941735,Japanese Restaurant
5782,"[139.738181,35.665905]",13762,5782,Point,4bf58dd8d48988d113941735,Korean Restaurant
5783,"[139.74060997366905,35.68400617473024]",13766,5783,Point,4bf58dd8d48988d1d1941735,Ramen /  Noodle House
5784,"[139.79565245744325,35.672234561819984]",13773,5784,Point,4bf58dd8d48988d1fd931735,Subway
5785,"[139.7512972354889,35.67560935231799]",13774,5785,Point,4bf58dd8d48988d126941735,Government Building
5786,"[139.71736431556505,35.670134618298114]",13776,5786,Point,4bf58dd8d48988d1e0931735,Coffee Shop
5787,"[139.757043,35.661851]",13782,5787,Point,4bf58dd8d48988d1d1941735,Ramen /  Noodle House
5788,"[139.7045248746872,35.531056264327255]",13783,5788,Point,4eb1d80a4b900d56c88a45ff,Shrine
5789,"[139.73339080810547,35.629919000565664]",13790,5789,Point,4bf58dd8d48988d1fa931735,Hotel
5790,"[139.75824415683746,35.69520782440573]",13802,5790,Point,4bf58dd8d48988d1fd931735,Subway
5791,"[139.59941446781158,35.63953698147424]",13803,5791,Point,4bf58dd8d48988d10a951735,Bank
5792,"[139.5895278453827,35.63326754954175]",13806,5792,Point,4d954b0ea243a5684a65b473,Convenience Store
5793,"[139.76280523493188,35.6994497953219]",13812,5793,Point,4bf58dd8d48988d1ff941735,Miscellaneous Shop
5794,"[139.743828,35.6302809]",13815,5794,Point,4bf58dd8d48988d111941735,Japanese Restaurant
5795,"[139.6623659133911,35.56522264263078]",13818,5795,Point,4d954b0ea243a5684a65b473,Convenience Store
5796,"[139.7407615184784,35.6730992847296]",13819,5796,Point,4bf58dd8d48988d1e0931735,Coffee Shop
5797,"[139.74647998809814,35.69214070683648]",13821,5797,Point,4bf58dd8d48988d171941735,Event Space
5798,"[139.63023573160172,35.520634979662866]",13828,5798,Point,4bf58dd8d48988d118951735,Food & Drink Shop
5799,"[139.57916378974917,35.5515979912856]",13831,5799,Point,4bf58dd8d48988d122951735,Electronics Store
5800,"[139.70044255256653,35.57782403748467]",13832,5800,Point,4bf58dd8d48988d122951735,Electronics Store
5801,"[139.76573154330254,35.66620708733262]",13833,5801,Point,4bf58dd8d48988d100951735,Pet Store
5802,"[139.66790601611137,35.66280217017006]",13834,5802,Point,4bf58dd8d48988d1e0931735,Coffee Shop
5803,"[139.54450227320194,35.65366864810132]",13836,5803,Point,4bf58dd8d48988d145941735,Chinese Restaurant
5804,"[139.71350602805614,35.72787039680808]",13840,5804,Point,4bf58dd8d48988d1d1941735,Ramen /  Noodle House
5805,"[139.79099929332733,35.71007992888079]",13842,5805,Point,4bf58dd8d48988d172941735,Post Office
5806,"[139.75269406510924,35.701124252099206]",13849,5806,Point,4bf58dd8d48988d145941735,Chinese Restaurant
5807,"[139.75549221038818,35.66544657762995]",13857,5807,Point,4bf58dd8d48988d11c941735,Bar
5808,"[139.70353245735168,35.65573582275349]",13858,5808,Point,4f4531504b9074f6e4fb0102,Train Station
5809,"[139.70783472061157,35.689341423439565]",13865,5809,Point,4bf58dd8d48988d11c941735,Bar
5810,"[139.6533054113388,35.73731429886627]",13872,5810,Point,4bf58dd8d48988d111941735,Japanese Restaurant
5811,"[139.66836869716644,35.66289260664705]",13875,5811,Point,4bf58dd8d48988d16e941735,Fast Food Restaurant
5812,"[139.75921511650083,35.67532610211462]",13878,5812,Point,4deefb944765f83613cdba6e,Historic Site
5813,"[139.70117144286633,35.579582315525656]",13884,5813,Point,4bf58dd8d48988d16e941735,Fast Food Restaurant
5814,"[139.829251,35.76602849]",13885,5814,Point,4bf58dd8d48988d113951735,Gas Station / Garage
5815,"[139.63526755571365,35.628144387147486]",13886,5815,Point,4d954b0ea243a5684a65b473,Convenience Store
5816,"[139.75330352783203,35.67131255658153]",13893,5816,Point,4bf58dd8d48988d124941735,Office
5817,"[139.75995540618896,35.738013163504526]",13902,5817,Point,4bf58dd8d48988d1f9931735,Road
5818,"[139.77133870124817,35.6763174734282]",13910,5818,Point,4bf58dd8d48988d145941735,Chinese Restaurant
5819,"[139.79447811841965,35.672739763377535]",13911,5819,Point,4bf58dd8d48988d145941735,Chinese Restaurant
5820,"[139.7149902279275,35.56069231987811]",13921,5820,Point,4bf58dd8d48988d127951735,Arts & Crafts Store
5821,"[139.7625948795208,35.677634561504696]",13922,5821,Point,4bf58dd8d48988d124941735,Office
5822,"[139.73063081502914,35.66734674876833]",13926,5822,Point,4bf58dd8d48988d163941735,Park
5823,"[139.7312688332592,35.66560865824921]",13928,5823,Point,4bf58dd8d48988d124941735,Office
5824,"[139.70255276176056,35.69196939848866]",13933,5824,Point,4bf58dd8d48988d110941735,Italian Restaurant
5825,"[139.70511584289753,35.72239727962977]",13937,5825,Point,4bf58dd8d48988d111941735,Japanese Restaurant
5826,"[139.76408064365387,35.713307514832586]",13941,5826,Point,4bf58dd8d48988d1fe931735,Bus Station
5827,"[139.76159159952857,35.6552857355594]",13944,5827,Point,4d954b0ea243a5684a65b473,Convenience Store
5828,"[139.69857037067413,35.66003781542698]",13950,5828,Point,4f04afc02fb6e1c99f3db0bc,Mobile Phone Shop
5829,"[139.76731538772583,35.668087628929534]",13951,5829,Point,4bf58dd8d48988d1ff931735,Convention Center
5830,"[139.75054620121168,35.70087656905955]",13953,5830,Point,4d954b0ea243a5684a65b473,Convenience Store
5831,"[139.73716735839844,35.628719941761524]",13959,5831,Point,4bf58dd8d48988d16e941735,Fast Food Restaurant
5832,"[139.72759492877572,35.76658521164581]",13963,5832,Point,4d954b0ea243a5684a65b473,Convenience Store
5833,"[139.77207362651825,35.62536684186348]",13970,5833,Point,4bf58dd8d48988d1fa931735,Hotel
5834,"[139.81583654880524,35.6698526392577]",13971,5834,Point,4bf58dd8d48988d1e7941735,Playground
5835,"[139.76873971536307,35.66838031725388]",13975,5835,Point,4bf58dd8d48988d163941735,Park
5836,"[139.7018399834633,35.657107080837974]",13976,5836,Point,4bf58dd8d48988d1f2941735,Sporting Goods Shop
5837,"[139.77201998233795,35.701086862759084]",13980,5837,Point,4bf58dd8d48988d111941735,Japanese Restaurant
5838,"[139.64973017448682,35.705975123542295]",13981,5838,Point,4bf58dd8d48988d1fd941735,Mall
5839,"[139.82626040606917,35.64561820363427]",13982,5839,Point,4bf58dd8d48988d1c5941735,Sandwich Place
5840,"[139.74313324710272,35.670453221500665]",13985,5840,Point,4d954b0ea243a5684a65b473,Convenience Store
5841,"[139.71148788928986,35.69119527891738]",13988,5841,Point,4bf58dd8d48988d16e941735,Fast Food Restaurant
5842,"[139.627839,35.642682]",13991,5842,Point,4bf58dd8d48988d1a8941735,General College & University
5843,"[139.6233166812765,35.720718730238644]",13992,5843,Point,4bf58dd8d48988d12f941735,Library
5844,"[139.77392435073853,35.68243319949497]",14001,5844,Point,4bf58dd8d48988d1fd931735,Subway
5845,"[139.68939185142517,35.696000724816074]",14010,5845,Point,4bf58dd8d48988d124941735,Office
5846,"[139.7228041291237,35.6928486812349]",14012,5846,Point,4bf58dd8d48988d1d1941735,Ramen /  Noodle House
5847,"[139.7638586908579,35.69272560306002]",14024,5847,Point,4bf58dd8d48988d1d1941735,Ramen /  Noodle House
5848,"[139.74059522151947,35.55256689307466]",14025,5848,Point,4bf58dd8d48988d147941735,Diner
5849,"[139.76793766021729,35.682189189477825]",14030,5849,Point,4bf58dd8d48988d186941735,Food & Drink Shop
5850,"[139.70114529132843,35.68844171071605]",14038,5850,Point,4bf58dd8d48988d129951735,Train Station
5851,"[139.74286437034607,35.67096392203553]",14042,5851,Point,4bf58dd8d48988d1f9931735,Road
5852,"[139.714482,35.745206]",14043,5852,Point,4bf58dd8d48988d1d1941735,Ramen /  Noodle House
5853,"[139.67423602938652,35.73125068309459]",14044,5853,Point,4bf58dd8d48988d145941735,Chinese Restaurant
5854,"[139.69873666763306,35.69420361779132]",14045,5854,Point,4bf58dd8d48988d11b941735,Bar
5855,"[139.742657,35.701039]",14046,5855,Point,4bf58dd8d48988d116941735,Bar
5856,"[139.6991202235222,35.658782546677315]",14047,5856,Point,4bf58dd8d48988d11c941735,Bar
5857,"[139.67225521802902,35.73717278347311]",14051,5857,Point,4bf58dd8d48988d114951735,Bookstore
5858,"[139.70343589782715,35.710672316122455]",14053,5858,Point,4d954b0ea243a5684a65b473,Convenience Store
5859,"[139.76259469985962,35.674790102824865]",14056,5859,Point,4bf58dd8d48988d1d1941735,Ramen /  Noodle House
5860,"[139.70905780792236,35.64742757011199]",14059,5860,Point,4bf58dd8d48988d1fd931735,Subway
5861,"[139.50726890005393,35.604288318199174]",14060,5861,Point,4bf58dd8d48988d16e941735,Fast Food Restaurant
5862,"[139.56855297088623,35.62108914619494]",14064,5862,Point,4bf58dd8d48988d146941735,Deli / Bodega
5863,"[139.67425346374512,35.6978130390078]",14069,5863,Point,4bf58dd8d48988d11d951735,Food & Drink Shop
5864,"[139.72117003695425,35.77359181569376]",14071,5864,Point,4d954b0ea243a5684a65b473,Convenience Store
5865,"[139.63660128627387,35.679869824275436]",14073,5865,Point,4bf58dd8d48988d1f9931735,Road
5866,"[139.72247958183289,35.710271584058404]",14076,5866,Point,4bf58dd8d48988d1fa931735,Hotel
5867,"[139.7391225720092,35.73363182427732]",14081,5867,Point,4bf58dd8d48988d1fd931735,Subway
5868,"[139.57421779632568,35.65790646200456]",14085,5868,Point,4bf58dd8d48988d10f951735,Drugstore / Pharmacy
5869,"[139.77942287921906,35.680049712550975]",14087,5869,Point,4d954b0ea243a5684a65b473,Convenience Store
5870,"[139.8470252752304,35.76597577692809]",14088,5870,Point,4bf58dd8d48988d163941735,Park
5871,"[139.66290742,35.6194943189621]",14095,5871,Point,4bf58dd8d48988d1ff941735,Miscellaneous Shop
5872,"[139.6877235174179,35.649668180843015]",14097,5872,Point,4bf58dd8d48988d1fa931735,Hotel
5873,"[139.56760269208826,35.622081352777215]",14103,5873,Point,4d954b0ea243a5684a65b473,Convenience Store
5874,"[139.7567555308342,35.666716995225165]",14105,5874,Point,4eb1d80a4b900d56c88a45ff,Shrine
5875,"[139.78282123804092,35.685509404631]",14107,5875,Point,4bf58dd8d48988d114951735,Bookstore
5876,"[139.65678960084915,35.68335476631043]",14110,5876,Point,4bf58dd8d48988d1f9931735,Road
5877,"[139.6986159682274,35.68869659404324]",14112,5877,Point,4bf58dd8d48988d16e941735,Fast Food Restaurant
5878,"[139.70502376556396,35.713355426729905]",14113,5878,Point,4bf58dd8d48988d1fd931735,Subway
5879,"[139.67124938964844,35.605371773696504]",14117,5879,Point,4eb1d80a4b900d56c88a45ff,Shrine
5880,"[139.761215,35.695541]",14123,5880,Point,4bf58dd8d48988d111941735,Japanese Restaurant
5881,"[139.71595780677555,35.732198895376214]",14125,5881,Point,4bf58dd8d48988d1d1941735,Ramen /  Noodle House
5882,"[139.65757548809052,35.85907219742927]",14129,5882,Point,4d954b0ea243a5684a65b473,Convenience Store
5883,"[139.8270857334137,35.646076198629714]",14137,5883,Point,4bf58dd8d48988d16d941735,Café
5884,"[139.770941,35.696728]",14139,5884,Point,4bf58dd8d48988d11c941735,Bar
5885,"[139.70875740051267,35.72887736485677]",14143,5885,Point,4bf58dd8d48988d104941735,Medical Center
5886,"[139.5768794235575,35.57591238682559]",14147,5886,Point,4bf58dd8d48988d172941735,Post Office
5887,"[139.49902440671065,35.68669318863944]",14148,5887,Point,4bf58dd8d48988d111941735,Japanese Restaurant
5888,"[139.73672687534602,35.66512266845036]",14157,5888,Point,4bf58dd8d48988d111941735,Japanese Restaurant
5889,"[139.7289568159889,35.71601667209796]",14160,5889,Point,4bf58dd8d48988d1ff941735,Miscellaneous Shop
5890,"[139.6103847026825,35.579464516466295]",14162,5890,Point,4bf58dd8d48988d1f8941735,Furniture / Home Store
5891,"[139.730066,35.661971]",14163,5891,Point,4bf58dd8d48988d110941735,Italian Restaurant
5892,"[139.75927144289017,35.65598645178415]",14170,5892,Point,4bf58dd8d48988d1e0931735,Coffee Shop
5893,"[139.65829979314697,35.6733500554673]",14173,5893,Point,4bf58dd8d48988d1d1941735,Ramen /  Noodle House
5894,"[139.739363,35.624903]",14174,5894,Point,4bf58dd8d48988d1d2941735,Sushi Restaurant
5895,"[139.744598313417,35.64769379936406]",14179,5895,Point,4bf58dd8d48988d16a941735,Bakery
5896,"[139.75114703178406,35.70736349387014]",14180,5896,Point,4bf58dd8d48988d1fd931735,Subway
5897,"[139.65818020850992,35.60220460628722]",14181,5897,Point,4bf58dd8d48988d1f6941735,Department Store
5898,"[139.76403504610062,35.700585887130075]",14183,5898,Point,4bf58dd8d48988d1fd931735,Subway
5899,"[139.72726933658123,35.76543113746565]",14184,5899,Point,4bf58dd8d48988d145941735,Chinese Restaurant
5900,"[139.76884011017125,35.678068087373475]",14187,5900,Point,4bf58dd8d48988d1e0931735,Coffee Shop
5901,"[139.82615768909454,35.68907347131665]",14188,5901,Point,4bf58dd8d48988d16e941735,Fast Food Restaurant
5902,"[139.672152,35.67009233]",14195,5902,Point,4d954b0ea243a5684a65b473,Convenience Store
5903,"[139.686658,35.680469]",14196,5903,Point,4bf58dd8d48988d1d1941735,Ramen /  Noodle House
5904,"[139.79501992464066,35.70751867455086]",14202,5904,Point,4bf58dd8d48988d111941735,Japanese Restaurant
5905,"[139.72307049527137,35.69267017433577]",14206,5905,Point,4bf58dd8d48988d16a941735,Bakery
5906,"[139.776268,35.70777031]",14208,5906,Point,4bf58dd8d48988d16d941735,Café
5907,"[139.78003442287445,35.68705617684526]",14223,5907,Point,4bf58dd8d48988d111941735,Japanese Restaurant
5908,"[139.62726652622223,35.70316587798193]",14225,5908,Point,4bf58dd8d48988d1e5931735,Music Venue
5909,"[139.70514714717865,35.656156443200764]",14226,5909,Point,4bf58dd8d48988d1e2931735,Art Gallery
5910,"[139.76555490409336,35.74838448196464]",14230,5910,Point,4bf58dd8d48988d196941735,Medical Center
5911,"[139.61998164653778,35.70463063090483]",14233,5911,Point,4bf58dd8d48988d129951735,Train Station
5912,"[139.65150833129883,35.56573974024474]",14237,5912,Point,4bf58dd8d48988d10f941735,Indian Restaurant
5913,"[139.71703014201066,35.562426758685824]",14239,5913,Point,4bf58dd8d48988d148941735,Donut Shop
5914,"[139.565363,35.729628]",14246,5914,Point,4bf58dd8d48988d1d1941735,Ramen /  Noodle House
5915,"[139.70044353901096,35.69419627930203]",14249,5915,Point,4bf58dd8d48988d1ff941735,Miscellaneous Shop
5916,"[139.698249,35.689975]",14250,5916,Point,4bf58dd8d48988d1fe931735,Bus Station
5917,"[139.76023703813553,35.706860924188625]",14253,5917,Point,4bf58dd8d48988d11c941735,Bar
5918,"[139.75958451017823,35.67041119450531]",14256,5918,Point,4bf58dd8d48988d1d2941735,Sushi Restaurant
5919,"[139.70236033201218,35.690629977377164]",14258,5919,Point,4bf58dd8d48988d16e941735,Fast Food Restaurant
5920,"[139.70111042261124,35.696706486681606]",14264,5920,Point,4bf58dd8d48988d130941735,Building
5921,"[139.77850556373596,35.69067681368784]",14266,5921,Point,4bf58dd8d48988d1f9931735,Road
5922,"[139.78222846984863,35.68633725827871]",14268,5922,Point,4bf58dd8d48988d1f9931735,Road
5923,"[139.70298,35.65826]",14269,5923,Point,4bf58dd8d48988d111941735,Japanese Restaurant
5924,"[139.77162837982178,35.775242237651504]",14271,5924,Point,4bf58dd8d48988d1f8941735,Furniture / Home Store
5925,"[139.78450298309326,35.68386238603814]",14272,5925,Point,4bf58dd8d48988d1f9931735,Road
5926,"[139.69711124897003,35.689618088508155]",14274,5926,Point,4bf58dd8d48988d1c4941735,Restaurant
5927,"[139.7726935120548,35.70715420404876]",14275,5927,Point,4bf58dd8d48988d1fe931735,Bus Station
5928,"[139.73146344182962,35.6657725322462]",14276,5928,Point,4bf58dd8d48988d124941735,Office
5929,"[139.8139214515686,35.695190397934546]",14278,5929,Point,4bf58dd8d48988d1e0931735,Coffee Shop
5930,"[139.7049942612648,35.81600357568944]",14284,5930,Point,4bf58dd8d48988d16e941735,Fast Food Restaurant
5931,"[139.82776701450348,35.68914318252467]",14288,5931,Point,4d954b0ea243a5684a65b473,Convenience Store
5932,"[139.70808148384094,35.727710276005325]",14290,5932,Point,4bf58dd8d48988d16e941735,Fast Food Restaurant
5933,"[139.76310813677756,35.688467443921816]",14292,5933,Point,4d954b0ea243a5684a65b473,Convenience Store
5934,"[139.76450443267822,35.72832866103416]",14298,5934,Point,4bf58dd8d48988d1fd941735,Mall
5935,"[139.73435849841007,35.63178631715889]",14302,5935,Point,4bf58dd8d48988d1fa931735,Hotel
5936,"[139.736550450325,35.591889180969964]",14304,5936,Point,4bf58dd8d48988d15c941735,Cemetery
5937,"[139.76652145385742,35.681356935413355]",14306,5937,Point,4f4531504b9074f6e4fb0102,Train Station
5938,"[139.7689300775528,35.6827055312222]",14310,5938,Point,4bf58dd8d48988d1e0931735,Coffee Shop
5939,"[139.67527844364307,35.56128576152977]",14313,5939,Point,4bf58dd8d48988d118951735,Food & Drink Shop
5940,"[139.71803784370422,35.65938839065544]",14314,5940,Point,4bf58dd8d48988d1fe931735,Bus Station
5941,"[139.7612965106964,35.6769427936152]",14316,5941,Point,4bf58dd8d48988d130941735,Building
5942,"[139.79095369577408,35.703206172660224]",14324,5942,Point,4bf58dd8d48988d1fd931735,Subway
5943,"[139.81416687369347,35.696106371665664]",14326,5943,Point,4bf58dd8d48988d164941735,Plaza
5944,"[139.7528314590454,35.65694755234099]",14328,5944,Point,4bf58dd8d48988d1f9931735,Road
5945,"[139.734396,35.656789]",14330,5945,Point,4bf58dd8d48988d111941735,Japanese Restaurant
5946,"[139.7284609079361,35.62124176924312]",14337,5946,Point,4bf58dd8d48988d10f941735,Indian Restaurant
5947,"[139.74813222885132,35.69458482569571]",14346,5947,Point,4deefb944765f83613cdba6e,Historic Site
5948,"[139.75664421916008,35.65676557613909]",14354,5948,Point,4bf58dd8d48988d1e0931735,Coffee Shop
5949,"[139.716261,35.634233]",14363,5949,Point,4bf58dd8d48988d16d941735,Café
5950,"[139.777888,35.677947]",14366,5950,Point,4bf58dd8d48988d16d941735,Café
5951,"[139.775118,35.682683]",14368,5951,Point,4bf58dd8d48988d1d1941735,Ramen /  Noodle House
5952,"[139.76932188,35.702846]",14369,5952,Point,4bf58dd8d48988d1d1941735,Ramen /  Noodle House
5953,"[139.76421713435323,35.69967542867551]",14372,5953,Point,4bf58dd8d48988d111941735,Japanese Restaurant
5954,"[139.7588288784027,35.705349384577936]",14373,5954,Point,4bf58dd8d48988d1d1941735,Ramen /  Noodle House
5955,"[139.7031248,35.64781881]",14378,5955,Point,4d954b0ea243a5684a65b473,Convenience Store
5956,"[139.744762,35.6523575]",14382,5956,Point,4bf58dd8d48988d111941735,Japanese Restaurant
5957,"[139.73083161132453,35.66499826960801]",14383,5957,Point,4bf58dd8d48988d11e941735,Bar
5958,"[139.72325269,35.687999]",14385,5958,Point,4bf58dd8d48988d10a951735,Bank
5959,"[139.69676792621613,35.689404599012214]",14387,5959,Point,4bf58dd8d48988d1d1941735,Ramen /  Noodle House
5960,"[139.700121,35.694746]",14394,5960,Point,4bf58dd8d48988d1fe941735,Music Store
5961,"[139.62808746770764,35.75895310817855]",14396,5961,Point,4bf58dd8d48988d118951735,Food & Drink Shop
5962,"[139.7296478320125,35.590526469116284]",14401,5962,Point,4bf58dd8d48988d163941735,Park
5963,"[139.73860502243042,35.684241464758315]",14402,5963,Point,4bf58dd8d48988d16d941735,Café
5964,"[139.72119212150574,35.68532640424424]",14405,5964,Point,4bf58dd8d48988d13a941735,Temple
5965,"[139.6268105506897,35.61307820764718]",14407,5965,Point,4bf58dd8d48988d1e0931735,Coffee Shop
5966,"[139.6126158,35.60729903]",14414,5966,Point,4bf58dd8d48988d115951735,Bike Shop
5967,"[139.70262132524493,35.66302962214237]",14416,5967,Point,4bf58dd8d48988d103951735,Clothing Store
5968,"[139.7633296306861,35.68485594614344]",14418,5968,Point,4bf58dd8d48988d1e0931735,Coffee Shop
5969,"[139.86887859691709,35.76557138711081]",14420,5969,Point,4bf58dd8d48988d1ff941735,Miscellaneous Shop
5970,"[139.74723100662231,35.73544192100709]",14421,5970,Point,4bf58dd8d48988d16a941735,Bakery
5971,"[139.7195385,35.62477164]",14426,5971,Point,4d954b0ea243a5684a65b473,Convenience Store
5972,"[139.723952,35.672624]",14427,5972,Point,4bf58dd8d48988d124941735,Office
5973,"[139.74345445632937,35.70061638138877]",14428,5973,Point,4bf58dd8d48988d114951735,Bookstore
5974,"[139.7628951072693,35.675426329224585]",14432,5974,Point,4bf58dd8d48988d1f1931735,General Entertainment
5975,"[139.7103425860405,35.7288316396826]",14433,5975,Point,4f4531504b9074f6e4fb0102,Train Station
5976,"[139.638909,35.612501]",14437,5976,Point,4bf58dd8d48988d1d1941735,Ramen /  Noodle House
5977,"[139.70251321792605,35.689103969977666]",14438,5977,Point,4bf58dd8d48988d11c941735,Bar
5978,"[139.76327866315842,35.672175420534565]",14439,5978,Point,4bf58dd8d48988d122951735,Electronics Store
5979,"[139.7019494066643,35.68937602711401]",14444,5979,Point,4bf58dd8d48988d1f2941735,Sporting Goods Shop
5980,"[139.77130115032196,35.68446368248102]",14461,5980,Point,4bf58dd8d48988d1df941735,Bridge
5981,"[139.77051258087158,35.692105852549915]",14465,5981,Point,4bf58dd8d48988d11c941735,Bar
5982,"[139.74114775657654,35.692384686415764]",14475,5982,Point,4bf58dd8d48988d111941735,Japanese Restaurant
5983,"[139.73640534619497,35.67776230672717]",14492,5983,Point,4bf58dd8d48988d12e941735,Government Building
5984,"[139.7011587023735,35.692155955582045]",14496,5984,Point,4bf58dd8d48988d164941735,Plaza
5985,"[139.7012847661972,35.65709574822301]",14503,5985,Point,4bf58dd8d48988d114951735,Bookstore
5986,"[139.76969718933103,35.68006278488559]",14505,5986,Point,4bf58dd8d48988d1fe931735,Bus Station
5987,"[139.73068714141846,35.709443978853464]",14507,5987,Point,4bf58dd8d48988d11c941735,Bar
5988,"[139.542034,35.614762]",14509,5988,Point,4bf58dd8d48988d1d1941735,Ramen /  Noodle House
5989,"[139.721568,35.708982]",14512,5989,Point,4bf58dd8d48988d1af941735,College Academic Building
5990,"[139.5446678996086,35.65424510861593]",14514,5990,Point,4d954b0ea243a5684a65b473,Convenience Store
5991,"[139.61874783039093,35.705697868874694]",14517,5991,Point,4bf58dd8d48988d111941735,Japanese Restaurant
5992,"[139.76447492837906,35.69971897404021]",14522,5992,Point,4bf58dd8d48988d129951735,Train Station
5993,"[139.71110760277298,35.73293916550319]",14524,5993,Point,4bf58dd8d48988d1f0941735,Internet Cafe
5994,"[139.719782,35.777854]",14525,5994,Point,4bf58dd8d48988d1f0941735,Internet Cafe
5995,"[139.73987102508545,35.667307525509315]",14529,5995,Point,4bf58dd8d48988d118951735,Food & Drink Shop
5996,"[139.7668218612671,35.681178282885604]",14533,5996,Point,4bf58dd8d48988d1e0931735,Coffee Shop
5997,"[139.74707275629044,35.655466668092565]",14534,5997,Point,4bf58dd8d48988d1fa931735,Hotel
5998,"[139.54481947170066,35.70174691418328]",14536,5998,Point,4bf58dd8d48988d16d941735,Café
5999,"[139.7429046034813,35.610158398261234]",14537,5999,Point,4bf58dd8d48988d148941735,Donut Shop
