geo_id,prompt
8896,"The latitude and longitude of the POI are 40.75269 North and 73.98494 West.
 There are Office, Hotel and Coffee Shop near the POI."
8897,"The latitude and longitude of the POI are 40.740001 North and 73.990719 West.
 There are Office, Tech Startup and Coffee Shop near the POI."
8898,"The name of this POI is Dstillery. The latitude and longitude of the POI are 40.737611 North and 73.98952 West.
 There are Office, Tech Startup and Coffee Shop near the POI."
8899,"The name of this POI is Four New York Plaza. The latitude and longitude of the POI are 40.702847 North and 74.011435 West.
 There are Office, Building and Coffee Shop near the POI."
8900,"The name of this POI is 200 Vesey Street. The latitude and longitude of the POI are 40.713631 North and 74.014871 West.
 There are Office, Coffee Shop and Hotel near the POI."
8901,"The name of this POI is The Crown Building. The latitude and longitude of the POI are 40.762723 North and 73.97429 West.
 There are Office, Coffee Shop and Hotel near the POI."
8902,"The name of this POI is Atlantic Avenue - Barclays Center (B,Q). The latitude and longitude of the POI are 40.684879 North and 73.976991 West.
 There are Bar, American Restaurant and Subway near the POI."
8903,"The latitude and longitude of the POI are 40.764616 North and 73.72633 West.
 There are Chinese Restaurant, Burger Joint and Grocery Store near the POI."
8904,"The name of this POI is Lincoln Center Park and Lock Garage. The latitude and longitude of the POI are 40.773229 North and 73.984616 West.
 There are Office, Building and Performing Arts Venue near the POI."
8905,"The latitude and longitude of the POI are 40.737511 North and 74.00645 West.
 There are Italian Restaurant, American Restaurant and Coffee Shop near the POI."
8906,"The latitude and longitude of the POI are 40.819473 North and 73.927149 West.
 There are Home (private), Mall and Miscellaneous Shop near the POI."
8907,"The latitude and longitude of the POI are 40.764153 North and 73.973453 West.
 There are Office, Coffee Shop and Hotel near the POI."
8908,"The name of this POI is 51st Street. The latitude and longitude of the POI are 40.756676 North and 73.972307 West.
 There are Office, Coffee Shop and Sandwich Place near the POI."
8909,"The latitude and longitude of the POI are 40.701952 North and 74.012961 West.
 There are Office, Home (private) and American Restaurant near the POI."
8910,"The latitude and longitude of the POI are 40.827493 North and 73.822869 West.
 There are Bar, Italian Restaurant and Latin American Restaurant near the POI."
8911,"The name of this POI is USPS. The latitude and longitude of the POI are 40.768373 North and 73.955381 West.
 There are Italian Restaurant, Coffee Shop and Residential Building (Apartment / Condo) near the POI."
8912,"The name of this POI is KRM Supermarket. The latitude and longitude of the POI are 40.640177 North and 73.98533 West.
 There are Bank, Sandwich Place and Pub near the POI."
8913,"The name of this POI is Grand Central Terminal. The latitude and longitude of the POI are 40.754798 North and 73.974994 West.
 There are Office, Coffee Shop and American Restaurant near the POI."
8914,"The name of this POI is Link NYC. The latitude and longitude of the POI are 40.725227 North and 73.986961 West.
 There are Bar, Italian Restaurant and Mexican Restaurant near the POI."
8915,"The name of this POI is Webster Hall. The latitude and longitude of the POI are 40.731714 North and 73.989229 West.
 There are Office, Bar and Coffee Shop near the POI."
8916,"The name of this POI is Northern Boulevard (M,R). The latitude and longitude of the POI are 40.756642 North and 73.91413 West.
 There are Home (private), Bank and Coffee Shop near the POI."
8917,"The name of this POI is HSBC. The latitude and longitude of the POI are 40.746379 North and 73.981891 West.
 There are Office, Bar and Hotel near the POI."
8918,"The latitude and longitude of the POI are 40.586386 North and 74.194193 West.
 There are Automotive Shop, Gym and General Travel near the POI."
8919,"The name of this POI is Bruckner Expressway. The latitude and longitude of the POI are 40.825988 North and 73.860097 West.
 There are Grocery Store, Toy / Game Store and Clothing Store near the POI."
8920,"The latitude and longitude of the POI are 40.722722 North and 74.003327 West.
 There are Office, Clothing Store and Italian Restaurant near the POI."
8921,"The latitude and longitude of the POI are 40.690392 North and 73.98691 West.
 There are Office, Courthouse and American Restaurant near the POI."
8922,"The name of this POI is 28 Liberty. The latitude and longitude of the POI are 40.707824 North and 74.008962 West.
 There are Office, Building and Coffee Shop near the POI."
8923,"The name of this POI is Starbucks. The latitude and longitude of the POI are 40.757083 North and 73.975952 West.
 There are Office, Coffee Shop and American Restaurant near the POI."
8924,"The name of this POI is Encore. The latitude and longitude of the POI are 40.612694 North and 74.033762 West.
 There are Residential Building (Apartment / Condo), Church and Diner near the POI."
8925,"The latitude and longitude of the POI are 40.707457 North and 73.932146 West.
 There are Bar, Art Gallery and Home (private) near the POI."
8926,"The name of this POI is Plaza Towers Apartments. The latitude and longitude of the POI are 40.762989 North and 73.968491 West.
 There are Office, Coffee Shop and Italian Restaurant near the POI."
8927,"The latitude and longitude of the POI are 40.744773 North and 73.950663 West.
 There are Bar, Subway and Italian Restaurant near the POI."
8928,"The latitude and longitude of the POI are 40.746932 North and 73.993392 West.
 There are Office, Coffee Shop and Tech Startup near the POI."
8929,"The latitude and longitude of the POI are 40.829038 North and 73.824386 West.
 There are Home (private), Building and Bar near the POI."
8930,"The name of this POI is Knickerbocker Avenue. The latitude and longitude of the POI are 40.698796 North and 73.918247 West.
 There are Home (private), Fast Food Restaurant and Pizza Place near the POI."
8931,"The latitude and longitude of the POI are 40.693671 North and 73.989749 West.
 There are Office, Courthouse and Diner near the POI."
8932,"The latitude and longitude of the POI are 40.7263 North and 73.995993 West.
 There are Clothing Store, Office and Bar near the POI."
8933,"The latitude and longitude of the POI are 40.660555 North and 73.950434 West.
 There are Home (private), Grocery Store and Lounge near the POI."
8934,"The latitude and longitude of the POI are 40.754533 North and 73.968772 West.
 There are Office, Hotel and Sandwich Place near the POI."
8935,"The latitude and longitude of the POI are 40.775279 North and 73.972533 West.
 There are Park, Athletic & Sport and Other Great Outdoors near the POI."
8936,"The latitude and longitude of the POI are 40.701063 North and 73.922428 West.
 There are Home (private), Subway and Café near the POI."
8937,"The name of this POI is Elmhurst Hospital. The latitude and longitude of the POI are 40.744833 North and 73.884686 West.
 There are Thai Restaurant, Grocery Store and Subway near the POI."
8938,"The latitude and longitude of the POI are 40.777598 North and 73.979528 West.
 There are Italian Restaurant, Coffee Shop and Park near the POI."
8939,"The latitude and longitude of the POI are 40.746095 North and 73.957075 West.
 There are Bar, Park and Café near the POI."
8940,"The latitude and longitude of the POI are 40.838339 North and 73.828747 West.
 There are Cuban Restaurant, Grocery Store and Office near the POI."
8941,"The name of this POI is Madison Avenue Church. The latitude and longitude of the POI are 40.772588 North and 73.964519 West.
 There are Italian Restaurant, American Restaurant and French Restaurant near the POI."
8942,"The name of this POI is Chambers Street–World Trade Center–Park Place–Cortlandt Street. The latitude and longitude of the POI are 40.714843 North and 74.007833 West.
 There are Office, Coffee Shop and American Restaurant near the POI."
8943,"The name of this POI is Applebee's. The latitude and longitude of the POI are 40.583843 North and 73.943327 West.
 There are Residential Building (Apartment / Condo), Seafood Restaurant and American Restaurant near the POI."
8944,"The latitude and longitude of the POI are 40.727846 North and 73.98024 West.
 There are Bar, Pizza Place and Italian Restaurant near the POI."
8945,"The name of this POI is Williamsburgh Savings Bank Tower. The latitude and longitude of the POI are 40.685265 North and 73.977823 West.
 There are Bar, American Restaurant and Clothing Store near the POI."
8946,"The latitude and longitude of the POI are 40.71057 North and 73.851252 West.
 There are Pizza Place, Wine Bar and Movie Theater near the POI."
8947,"The name of this POI is Carve: Unique Sandwich. The latitude and longitude of the POI are 40.760426 North and 73.987379 West.
 There are Theater, Office and Hotel near the POI."
8948,"The latitude and longitude of the POI are 40.762431 North and 73.993451 West.
 There are Theater, American Restaurant and Bar near the POI."
8949,"The latitude and longitude of the POI are 40.74247 North and 73.99767 West.
 There are Office, Tech Startup and Coffee Shop near the POI."
8950,"The name of this POI is Forest Hills-71st Avenue (E,F,M,R). The latitude and longitude of the POI are 40.721486 North and 73.84439 West.
 There are American Restaurant, Residential Building (Apartment / Condo) and Office near the POI."
8951,"The latitude and longitude of the POI are 40.690734 North and 73.991964 West.
 There are Courthouse, Coffee Shop and Italian Restaurant near the POI."
8952,"The name of this POI is New-York Historical Society. The latitude and longitude of the POI are 40.77953 North and 73.973994 West.
 There are Park, Coffee Shop and History Museum near the POI."
8953,"The latitude and longitude of the POI are 40.57713 North and 74.167757 West.
 There are Home (private), Electronics Store and American Restaurant near the POI."
8954,"The latitude and longitude of the POI are 40.577276 North and 74.167242 West.
 There are Home (private), American Restaurant and Department Store near the POI."
8955,"The latitude and longitude of the POI are 40.83249 North and 73.828688 West.
 There are Bar, Grocery Store and Italian Restaurant near the POI."
8956,"The name of this POI is Wendy's. The latitude and longitude of the POI are 40.73555 North and 73.992567 West.
 There are Office, Tech Startup and Clothing Store near the POI."
8957,"The name of this POI is The Caroline. The latitude and longitude of the POI are 40.742118 North and 73.992779 West.
 There are Office, Tech Startup and Coffee Shop near the POI."
8958,"The latitude and longitude of the POI are 40.733897 North and 74.000221 West.
 There are Italian Restaurant, Coffee Shop and American Restaurant near the POI."
8959,"The name of this POI is Plaza Towers Apartments. The latitude and longitude of the POI are 40.762953 North and 73.968457 West.
 There are Office, Coffee Shop and Italian Restaurant near the POI."
8960,"The name of this POI is The Broadmore. The latitude and longitude of the POI are 40.74564 North and 73.999069 West.
 There are Office, Coffee Shop and Italian Restaurant near the POI."
8961,"The name of this POI is Link NYC. The latitude and longitude of the POI are 40.770503 North and 73.966488 West.
 There are Park, French Restaurant and Athletic & Sport near the POI."
8962,"The latitude and longitude of the POI are 40.74798 North and 73.992745 West.
 There are Office, Coffee Shop and Hotel near the POI."
8963,"The latitude and longitude of the POI are 40.772891 North and 73.958314 West.
 There are Italian Restaurant, Bar and Coffee Shop near the POI."
8964,"The name of this POI is Starbucks. The latitude and longitude of the POI are 40.75597 North and 73.923499 West.
 There are Coffee Shop, South American Restaurant and Italian Restaurant near the POI."
8965,"The latitude and longitude of the POI are 40.778219 North and 73.985491 West.
 There are Italian Restaurant, Building and Clothing Store near the POI."
8966,"The latitude and longitude of the POI are 40.731131 North and 74.002837 West.
 There are Italian Restaurant, Office and Bar near the POI."
8967,"The name of this POI is Towers on the Park. The latitude and longitude of the POI are 40.800355 North and 73.959026 West.
 There are Residential Building (Apartment / Condo), Bar and Park near the POI."
8968,"The latitude and longitude of the POI are 40.752648 North and 73.923847 West.
 There are Coffee Shop, Bar and Bakery near the POI."
8969,"The name of this POI is McDonald's. The latitude and longitude of the POI are 40.76575 North and 73.983065 West.
 There are Office, Hotel and Italian Restaurant near the POI."
8970,"The name of this POI is Sleep Inn Hotel. The latitude and longitude of the POI are 40.755876 North and 73.94091 West.
 There are Hotel, Housing Development and Deli / Bodega near the POI."
8971,"The latitude and longitude of the POI are 40.760531 North and 73.994832 West.
 There are American Restaurant, Office and Bar near the POI."
8972,"The latitude and longitude of the POI are 40.768763 North and 73.955394 West.
 There are Italian Restaurant, Coffee Shop and Residential Building (Apartment / Condo) near the POI."
8973,"The name of this POI is Christian Cultural Center. The latitude and longitude of the POI are 40.65102 North and 73.888563 West.
 There are Grocery Store, Coffee Shop and Drugstore / Pharmacy near the POI."
8974,"The name of this POI is New Building. The latitude and longitude of the POI are 40.7706 North and 73.988934 West.
 There are Office, Theater and General Entertainment near the POI."
8975,"The name of this POI is Pelham Parkway. The latitude and longitude of the POI are 40.857237 North and 73.867629 West.
 There are Park, Residential Building (Apartment / Condo) and Neighborhood near the POI."
8976,"The latitude and longitude of the POI are 40.713818 North and 73.870543 West.
 There are Home (private), Pizza Place and American Restaurant near the POI."
8977,"The latitude and longitude of the POI are 40.789247 North and 73.972445 West.
 There are Coffee Shop, Italian Restaurant and Residential Building (Apartment / Condo) near the POI."
8978,"The name of this POI is Northern Boulevard & 70th Street. The latitude and longitude of the POI are 40.754474 North and 73.896832 West.
 There are Home (private), Pool Hall and Bowling Alley near the POI."
8979,"The latitude and longitude of the POI are 40.782004 North and 73.975368 West.
 There are Coffee Shop, Italian Restaurant and History Museum near the POI."
8980,"The name of this POI is 39th Avenue. The latitude and longitude of the POI are 40.758756 North and 73.835942 West.
 There are Chinese Restaurant, Asian Restaurant and Bus Station near the POI."
8981,"The name of this POI is Barclays. The latitude and longitude of the POI are 40.76103 North and 73.983304 West.
 There are Office, Theater and Hotel near the POI."
8982,"The name of this POI is 1st Avenue Tunnel. The latitude and longitude of the POI are 40.753261 North and 73.96666 West.
 There are Office, Bar and Building near the POI."
8983,"The latitude and longitude of the POI are 40.738946 North and 73.99153 West.
 There are Office, Tech Startup and Italian Restaurant near the POI."
8984,"The latitude and longitude of the POI are 40.825683 North and 73.948907 West.
 There are Deli / Bodega, Residential Building (Apartment / Condo) and Home (private) near the POI."
8985,"The latitude and longitude of the POI are 40.738666 North and 73.983329 West.
 There are Office, Bar and Indian Restaurant near the POI."
8986,"The latitude and longitude of the POI are 40.717907 North and 73.997122 West.
 There are Chinese Restaurant, Italian Restaurant and Bar near the POI."
8987,"The name of this POI is Armenian Evangelical Church. The latitude and longitude of the POI are 40.7457 North and 73.979126 West.
 There are Office, Bar and Hotel near the POI."
8988,"The name of this POI is Visitor Center & Lenape Gallery. The latitude and longitude of the POI are 40.502789 North and 74.2519 West.
 There are no other POIs near this POI."
8989,"The latitude and longitude of the POI are 40.850599 North and 73.937173 West.
 There are Residential Building (Apartment / Condo), Bar and Park near the POI."
8990,"The name of this POI is Broadway & 31st Street. The latitude and longitude of the POI are 40.762219 North and 73.925739 West.
 There are Greek Restaurant, Grocery Store and Laundry Service near the POI."
8991,"The name of this POI is AMC Fresh Meadows. The latitude and longitude of the POI are 40.740974 North and 73.784341 West.
 There are Coffee Shop, American Restaurant and Wings Joint near the POI."
8992,"The name of this POI is Fulton Street (J,Z). The latitude and longitude of the POI are 40.710388 North and 74.007591 West.
 There are Office, Building and Coffee Shop near the POI."
8993,"The name of this POI is 250 West 55th Street. The latitude and longitude of the POI are 40.764933 North and 73.983735 West.
 There are Office, Theater and Hotel near the POI."
8994,"The latitude and longitude of the POI are 40.576527 North and 73.98242 West.
 There are Theme Park, Beach and Bar near the POI."
8995,"The latitude and longitude of the POI are 40.745566 North and 73.980131 West.
 There are Office, Bar and Hotel near the POI."
8996,"The name of this POI is Flushing-Main Street. The latitude and longitude of the POI are 40.759633 North and 73.829946 West.
 There are Chinese Restaurant, Tea Room and Grocery Store near the POI."
8997,"The name of this POI is Middletown Road. The latitude and longitude of the POI are 40.843911 North and 73.836397 West.
 There are Fast Food Restaurant, Gym and Donut Shop near the POI."
8998,"The name of this POI is Times Square Tower. The latitude and longitude of the POI are 40.755655 North and 73.986708 West.
 There are Office, Theater and Hotel near the POI."
8999,"The name of this POI is Talbots. The latitude and longitude of the POI are 40.786017 North and 73.978472 West.
 There are Coffee Shop, Italian Restaurant and Vegetarian / Vegan Restaurant near the POI."
9000,"The latitude and longitude of the POI are 40.7873 North and 73.809371 West.
 There are Deli / Bodega, Pizza Place and Harbor / Marina near the POI."
9001,"The name of this POI is Astor Place. The latitude and longitude of the POI are 40.72993 North and 73.991264 West.
 There are Bar, Office and Coffee Shop near the POI."
9002,"The name of this POI is One Columbus Place. The latitude and longitude of the POI are 40.76896 North and 73.985223 West.
 There are Office, American Restaurant and Italian Restaurant near the POI."
9003,"The latitude and longitude of the POI are 40.68282 North and 73.962338 West.
 There are Home (private), Italian Restaurant and Bar near the POI."
9004,"The name of this POI is Bleecker Street. The latitude and longitude of the POI are 40.725318 North and 73.995263 West.
 There are Clothing Store, Office and Bar near the POI."
9005,"The latitude and longitude of the POI are 40.73119 North and 73.994111 West.
 There are Bar, Office and Coffee Shop near the POI."
9006,"The name of this POI is 75 Wall Street. The latitude and longitude of the POI are 40.705243 North and 74.008004 West.
 There are Office, Coffee Shop and Building near the POI."
9007,"The latitude and longitude of the POI are 40.739915 North and 73.989233 West.
 There are Office, Tech Startup and Italian Restaurant near the POI."
9008,"The name of this POI is Empire State Building. The latitude and longitude of the POI are 40.748371 North and 73.985689 West.
 There are Office, Hotel and Coffee Shop near the POI."
9009,"The name of this POI is Times Square. The latitude and longitude of the POI are 40.756606 North and 73.986271 West.
 There are Office, Theater and Hotel near the POI."
9010,"The latitude and longitude of the POI are 40.715454 North and 73.92808 West.
 There are Strip Club, Bridge and Bagel Shop near the POI."
9011,"The latitude and longitude of the POI are 40.596945 North and 73.985324 West.
 There are Sushi Restaurant, Gym and Pizza Place near the POI."
9012,"The latitude and longitude of the POI are 40.754588 North and 73.984015 West.
 There are Office, Theater and Coffee Shop near the POI."
9013,"The name of this POI is 3 Times Square. The latitude and longitude of the POI are 40.756571 North and 73.986847 West.
 There are Office, Theater and Hotel near the POI."
9014,"The latitude and longitude of the POI are 40.760276 North and 73.989411 West.
 There are Theater, Office and Bar near the POI."
9015,"The latitude and longitude of the POI are 40.846866 North and 73.844132 West.
 There are Fast Food Restaurant, Hospital and Coffee Shop near the POI."
9016,"The latitude and longitude of the POI are 40.847246 North and 73.844496 West.
 There are Fast Food Restaurant, Hospital and College Science Building near the POI."
9017,"The latitude and longitude of the POI are 40.663639 North and 73.984596 West.
 There are Bar, Italian Restaurant and Coffee Shop near the POI."
9018,"The name of this POI is Kings Foods. The latitude and longitude of the POI are 40.610347 North and 73.95453 West.
 There are Donut Shop, Gym and Bus Line near the POI."
9019,"The name of this POI is Steiner Studios. The latitude and longitude of the POI are 40.70039 North and 73.967171 West.
 There are Italian Restaurant, Gourmet Shop and Spa / Massage near the POI."
9020,"The latitude and longitude of the POI are 40.835672 North and 73.818067 West.
 There are Grocery Store near the POI."
9021,"The latitude and longitude of the POI are 40.819083 North and 73.817364 West.
 There are Italian Restaurant, Pub and American Restaurant near the POI."
9022,"The name of this POI is Gen. The latitude and longitude of the POI are 40.73321 North and 73.987598 West.
 There are Office, Bar and Coffee Shop near the POI."
9023,"The name of this POI is Pennsylvania Station. The latitude and longitude of the POI are 40.751028 North and 73.99425 West.
 There are Office, Coffee Shop and Building near the POI."
9024,"The latitude and longitude of the POI are 40.81807 North and 73.912091 West.
 There are Home (private), Subway and Bus Station near the POI."
9025,"The name of this POI is 1212 6th Avenue. The latitude and longitude of the POI are 40.758354 North and 73.981118 West.
 There are Office, Theater and Hotel near the POI."
9026,"The name of this POI is The Hotel Edison NYC. The latitude and longitude of the POI are 40.759841 North and 73.986168 West.
 There are Office, Theater and Hotel near the POI."
9027,"The name of this POI is 49th Street. The latitude and longitude of the POI are 40.760802 North and 73.983493 West.
 There are Office, Theater and Hotel near the POI."
9028,"The name of this POI is Steinway Street (M,R). The latitude and longitude of the POI are 40.756937 North and 73.920581 West.
 There are Home (private), South American Restaurant and Bank near the POI."
9029,"The latitude and longitude of the POI are 40.685292 North and 73.959468 West.
 There are Home (private), Grocery Store and Bar near the POI."
9030,"The name of this POI is Biltmore Tower. The latitude and longitude of the POI are 40.760472 North and 73.987363 West.
 There are Theater, Office and Hotel near the POI."
9031,"The name of this POI is Ethical Culture Fieldston School. The latitude and longitude of the POI are 40.889574 North and 73.906102 West.
 There are Grocery Store, Bar and Drugstore / Pharmacy near the POI."
9032,"The name of this POI is Fairfield Inn & Suites. The latitude and longitude of the POI are 40.75665 North and 73.9924 West.
 There are Theater, Office and American Restaurant near the POI."
9033,"The name of this POI is Citi Bike - Court Street & Nelson Street. The latitude and longitude of the POI are 40.676348 North and 73.998716 West.
 There are Cocktail Bar, American Restaurant and Italian Restaurant near the POI."
9034,"The name of this POI is Roy's Sheepshead Cycles. The latitude and longitude of the POI are 40.591251 North and 73.960358 West.
 There are Subway, Nightclub and New American Restaurant near the POI."
9035,"The latitude and longitude of the POI are 40.7237 North and 74.009565 West.
 There are Office, Hotel and Bar near the POI."
9036,"The name of this POI is Mosholu Parkway. The latitude and longitude of the POI are 40.879678 North and 73.884645 West.
 There are Hospital, Park and Medical Center near the POI."
9037,"The name of this POI is 49th Street. The latitude and longitude of the POI are 40.76035 North and 73.983929 West.
 There are Office, Theater and Hotel near the POI."
9038,"The name of this POI is Sutphin Boulevard & 89th Avenue. The latitude and longitude of the POI are 40.703741 North and 73.808641 West.
 There are Platform, Train Station and Fast Food Restaurant near the POI."
9039,"The latitude and longitude of the POI are 40.747373 North and 73.982047 West.
 There are Office, Bar and Hotel near the POI."
9040,"The latitude and longitude of the POI are 40.762799 North and 73.962723 West.
 There are French Restaurant, Italian Restaurant and Office near the POI."
9041,"The latitude and longitude of the POI are 40.725998 North and 74.00121 West.
 There are Office, Clothing Store and Italian Restaurant near the POI."
9042,"The latitude and longitude of the POI are 40.746293 North and 73.979459 West.
 There are Office, Bar and Hotel near the POI."
9043,"The latitude and longitude of the POI are 40.748243 North and 73.99193 West.
 There are Office, Hotel and Coffee Shop near the POI."
9044,"The name of this POI is 23rd Street. The latitude and longitude of the POI are 40.739684 North and 73.986908 West.
 There are Office, Tech Startup and Bar near the POI."
9045,"The name of this POI is Rite Aid. The latitude and longitude of the POI are 40.826363 North and 73.950881 West.
 There are Deli / Bodega, Residential Building (Apartment / Condo) and Home (private) near the POI."
9046,"The latitude and longitude of the POI are 40.746829 North and 73.996309 West.
 There are Office, Coffee Shop and Tech Startup near the POI."
9047,"The name of this POI is Brooklyn Ninja Academy. The latitude and longitude of the POI are 40.673964 North and 73.986426 West.
 There are Bar, American Restaurant and Italian Restaurant near the POI."
9048,"The latitude and longitude of the POI are 40.770609 North and 73.956856 West.
 There are Italian Restaurant, Coffee Shop and Residential Building (Apartment / Condo) near the POI."
9049,"The latitude and longitude of the POI are 40.826555 North and 73.948608 West.
 There are Deli / Bodega, Residential Building (Apartment / Condo) and Home (private) near the POI."
9050,"The latitude and longitude of the POI are 40.751656 North and 73.974075 West.
 There are Office, Coffee Shop and Hotel near the POI."
9051,"The name of this POI is Wallach Walk. The latitude and longitude of the POI are 40.777194 North and 73.965583 West.
 There are Art Museum, Art Gallery and American Restaurant near the POI."
9052,"The latitude and longitude of the POI are 40.736819 North and 73.995148 West.
 There are Office, Tech Startup and Clothing Store near the POI."
9053,"The latitude and longitude of the POI are 40.761244 North and 73.930376 West.
 There are Laundry Service, Gym and Residential Building (Apartment / Condo) near the POI."
9054,"The latitude and longitude of the POI are 40.748536 North and 74.003225 West.
 There are Art Gallery, Office and Building near the POI."
9055,"The name of this POI is The Navarre. The latitude and longitude of the POI are 40.753213 North and 73.988992 West.
 There are Office, Coffee Shop and Hotel near the POI."
9056,"The latitude and longitude of the POI are 40.760165 North and 73.98308 West.
 There are Office, Theater and Hotel near the POI."
9057,"The name of this POI is Hayden Residence Hall. The latitude and longitude of the POI are 40.727454 North and 73.99535 West.
 There are Office, Clothing Store and Bar near the POI."
9058,"The name of this POI is Laura Perlmutter Center for Women's Imaging. The latitude and longitude of the POI are 40.745812 North and 73.980044 West.
 There are Office, Bar and Hotel near the POI."
9059,"The name of this POI is Target. The latitude and longitude of the POI are 40.631544 North and 73.946874 West.
 There are Bus Line, College Academic Building and Caribbean Restaurant near the POI."
9060,"The name of this POI is Hudson Hotel. The latitude and longitude of the POI are 40.767816 North and 73.985049 West.
 There are Office, Italian Restaurant and Bar near the POI."
9061,"The name of this POI is Bryant Park Tower. The latitude and longitude of the POI are 40.752495 North and 73.986231 West.
 There are Office, Hotel and Coffee Shop near the POI."
9062,"The name of this POI is Staples. The latitude and longitude of the POI are 40.616656 North and 74.029913 West.
 There are Grocery Store, Residential Building (Apartment / Condo) and Coffee Shop near the POI."
9063,"The name of this POI is 49th Street. The latitude and longitude of the POI are 40.760325 North and 73.983689 West.
 There are Office, Theater and Hotel near the POI."
9064,"The name of this POI is Local. The latitude and longitude of the POI are 40.751422 North and 73.993307 West.
 There are Office, Coffee Shop and Building near the POI."
9065,"The latitude and longitude of the POI are 40.746434 North and 73.891519 West.
 There are Grocery Store, Indian Restaurant and Residential Building (Apartment / Condo) near the POI."
9066,"The latitude and longitude of the POI are 40.779823 North and 73.953005 West.
 There are Bar, Pizza Place and Coffee Shop near the POI."
9067,"The latitude and longitude of the POI are 40.763009 North and 73.978271 West.
 There are Office, Hotel and Coffee Shop near the POI."
9068,"The latitude and longitude of the POI are 40.689876 North and 73.95139 West.
 There are Coffee Shop, Building and Bar near the POI."
9069,"The latitude and longitude of the POI are 40.724254 North and 73.975522 West.
 There are Bar, Italian Restaurant and Coffee Shop near the POI."
9070,"The name of this POI is 101 Barclay Street. The latitude and longitude of the POI are 40.714787 North and 74.012385 West.
 There are Office, Coffee Shop and American Restaurant near the POI."
9071,"The name of this POI is All in One Deli Mart. The latitude and longitude of the POI are 40.698108 North and 73.99257 West.
 There are Park, Courthouse and Italian Restaurant near the POI."
9072,"The latitude and longitude of the POI are 40.713101 North and 74.004268 West.
 There are Office, Chinese Restaurant and Courthouse near the POI."
9073,"The name of this POI is West Drive. The latitude and longitude of the POI are 40.773051 North and 73.976226 West.
 There are Park, Athletic & Sport and Other Great Outdoors near the POI."
9074,"The latitude and longitude of the POI are 40.72445 North and 73.997135 West.
 There are Clothing Store, Office and Italian Restaurant near the POI."
9075,"The latitude and longitude of the POI are 40.709466 North and 74.004664 West.
 There are Office, Building and Coffee Shop near the POI."
9076,"The name of this POI is New York University - Brooklyn campus. The latitude and longitude of the POI are 40.694004 North and 73.985606 West.
 There are Office, Courthouse and Building near the POI."
9077,"The latitude and longitude of the POI are 40.704669 North and 74.010213 West.
 There are Office, Building and Coffee Shop near the POI."
9078,"The name of this POI is Gristedes. The latitude and longitude of the POI are 40.746965 North and 74.000897 West.
 There are Art Gallery, Home (private) and Coffee Shop near the POI."
9079,"The latitude and longitude of the POI are 40.740151 North and 73.994013 West.
 There are Office, Tech Startup and Coffee Shop near the POI."
9080,"The latitude and longitude of the POI are 40.823122 North and 73.819429 West.
 There are Bar, Latin American Restaurant and Home (private) near the POI."
9081,"The name of this POI is 33 Thomas Street. The latitude and longitude of the POI are 40.716808 North and 74.005987 West.
 There are Office, American Restaurant and Courthouse near the POI."
9082,"The name of this POI is Key Food. The latitude and longitude of the POI are 40.700434 North and 73.897669 West.
 There are Bank, Pizza Place and Home (private) near the POI."
9083,"The latitude and longitude of the POI are 40.723496 North and 74.00867 West.
 There are Office, Bar and Tech Startup near the POI."
9084,"The name of this POI is Van Leeuwen. The latitude and longitude of the POI are 40.754952 North and 73.968597 West.
 There are Office, Sandwich Place and Hotel near the POI."
9085,"The latitude and longitude of the POI are 40.70939 North and 74.006057 West.
 There are Office, Building and Coffee Shop near the POI."
9086,"The latitude and longitude of the POI are 40.826086 North and 73.950906 West.
 There are Deli / Bodega, Residential Building (Apartment / Condo) and Home (private) near the POI."
9087,"The name of this POI is McDonald's. The latitude and longitude of the POI are 40.701591 North and 73.943562 West.
 There are Home (private), Subway and Deli / Bodega near the POI."
9088,"The name of this POI is Astoria-Ditmars Boulevard. The latitude and longitude of the POI are 40.775001 North and 73.912003 West.
 There are Diner, Greek Restaurant and Bakery near the POI."
9089,"The latitude and longitude of the POI are 40.6319 North and 74.025149 West.
 There are Bar, Diner and Gym near the POI."
9090,"The name of this POI is Sofitel. The latitude and longitude of the POI are 40.756087 North and 73.981789 West.
 There are Office, Theater and Coffee Shop near the POI."
9091,"The latitude and longitude of the POI are 40.734352 North and 73.865318 West.
 There are Clothing Store, Department Store and American Restaurant near the POI."
9092,"The latitude and longitude of the POI are 40.730474 North and 73.98335 West.
 There are Bar, Pizza Place and Sushi Restaurant near the POI."
9093,"The name of this POI is Kingston-Throop Avenues. The latitude and longitude of the POI are 40.679971 North and 73.94017 West.
 There are Fried Chicken Joint, Coffee Shop and Pizza Place near the POI."
9094,"The name of this POI is Herschel. The latitude and longitude of the POI are 40.720822 North and 74.000389 West.
 There are Clothing Store, Office and Italian Restaurant near the POI."
9095,"The name of this POI is Orangetheory Fitness. The latitude and longitude of the POI are 40.733269 North and 73.999958 West.
 There are Italian Restaurant, American Restaurant and Bar near the POI."
9096,"The latitude and longitude of the POI are 40.640147 North and 73.91997 West.
 There are Home (private) near the POI."
9097,"The latitude and longitude of the POI are 40.770671 North and 73.991227 West.
 There are Automotive Shop, Home (private) and American Restaurant near the POI."
9098,"The latitude and longitude of the POI are 40.778524 North and 73.776906 West.
 There are American Restaurant, Bookstore and Lingerie Store near the POI."
